Year,Track,Driver,Team,Compound,TyreLife,Stint,Secs,IsPit,LapNumber
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,3.0,1.0,84.871,False,3.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,4.0,1.0,85.043,False,4.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,5.0,1.0,84.52,False,5.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,6.0,1.0,84.526,False,6.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,7.0,1.0,84.049,False,7.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,8.0,1.0,84.408,False,8.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,9.0,1.0,84.29,False,9.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,10.0,1.0,84.606,False,10.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,11.0,1.0,84.663,False,11.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,12.0,1.0,84.555,False,12.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,13.0,1.0,84.989,False,13.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,14.0,1.0,84.927,False,14.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,15.0,1.0,84.819,False,15.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,16.0,1.0,84.879,False,16.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,17.0,1.0,85.02,False,17.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,18.0,1.0,84.851,False,18.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,19.0,1.0,84.773,False,19.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,20.0,1.0,84.787,False,20.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,21.0,1.0,87.324,True,21.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,1.0,2.0,102.164,False,22.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,2.0,2.0,84.004,False,23.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,3.0,2.0,83.713,False,24.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,4.0,2.0,84.612,False,25.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,5.0,2.0,83.925,False,26.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,6.0,2.0,83.226,False,27.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,7.0,2.0,82.908,False,28.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,8.0,2.0,82.918,False,29.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,9.0,2.0,83.017,False,30.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,10.0,2.0,82.93,False,31.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,11.0,2.0,83.048,False,32.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,12.0,2.0,83.269,False,33.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,13.0,2.0,83.489,False,34.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,14.0,2.0,83.769,False,35.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,15.0,2.0,83.779,False,36.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,16.0,2.0,83.981,False,37.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,17.0,2.0,83.695,False,38.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,18.0,2.0,83.557,False,39.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,19.0,2.0,84.07,False,40.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,20.0,2.0,83.876,False,41.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,21.0,2.0,83.654,False,42.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,22.0,2.0,83.874,False,43.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,23.0,2.0,84.093,False,44.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,24.0,2.0,84.116,False,45.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,25.0,2.0,84.078,False,46.0
2024,Hungarian Grand Prix,SAI,Ferrari,HARD,26.0,2.0,87.215,True,47.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,1.0,3.0,100.364,False,48.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,2.0,3.0,82.097,False,49.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,3.0,3.0,81.557,False,50.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,4.0,3.0,81.87,False,51.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,5.0,3.0,82.187,False,52.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,6.0,3.0,81.441,False,53.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,7.0,3.0,81.491,False,54.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,8.0,3.0,81.748,False,55.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,9.0,3.0,82.234,False,56.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,10.0,3.0,82.457,False,57.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,11.0,3.0,83.61,False,58.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,12.0,3.0,82.281,False,59.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,13.0,3.0,82.495,False,60.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,14.0,3.0,82.724,False,61.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,15.0,3.0,82.869,False,62.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,16.0,3.0,83.407,False,63.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,17.0,3.0,83.679,False,64.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,18.0,3.0,83.392,False,65.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,19.0,3.0,83.265,False,66.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,20.0,3.0,83.095,False,67.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,21.0,3.0,83.102,False,68.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,22.0,3.0,83.076,False,69.0
2024,Hungarian Grand Prix,SAI,Ferrari,MEDIUM,23.0,3.0,83.336,False,70.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,1.0,1.0,97.441,False,1.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,2.0,1.0,87.372,False,2.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,3.0,1.0,86.051,False,3.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,4.0,1.0,86.364,False,4.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,5.0,1.0,86.461,False,5.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,6.0,1.0,86.01,False,6.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,7.0,1.0,85.24,False,7.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,8.0,1.0,85.051,False,8.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,9.0,1.0,84.197,False,9.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,10.0,1.0,84.847,False,10.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,11.0,1.0,85.013,False,11.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,12.0,1.0,85.126,False,12.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,13.0,1.0,85.194,False,13.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,14.0,1.0,85.924,False,14.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,15.0,1.0,85.303,False,15.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,16.0,1.0,85.364,False,16.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,17.0,1.0,84.877,False,17.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,18.0,1.0,85.188,False,18.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,19.0,1.0,84.89,False,19.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,20.0,1.0,84.827,False,20.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,21.0,1.0,85.042,False,21.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,22.0,1.0,85.118,False,22.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,23.0,1.0,85.187,False,23.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,24.0,1.0,86.52,False,24.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,25.0,1.0,85.37,False,25.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,26.0,1.0,85.68,False,26.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,27.0,1.0,85.554,False,27.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,HARD,28.0,1.0,88.128,True,28.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,1.0,2.0,102.686,False,29.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,2.0,2.0,85.518,False,30.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,3.0,2.0,82.613,False,31.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,4.0,2.0,82.822,False,32.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,5.0,2.0,82.536,False,33.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,6.0,2.0,82.938,False,34.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,7.0,2.0,84.416,False,35.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,8.0,2.0,82.922,False,36.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,9.0,2.0,84.5,False,37.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,10.0,2.0,82.197,False,38.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,11.0,2.0,82.752,False,39.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,12.0,2.0,82.577,False,40.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,13.0,2.0,82.905,False,41.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,14.0,2.0,82.539,False,42.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,15.0,2.0,82.731,False,43.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,16.0,2.0,82.923,False,44.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,17.0,2.0,82.927,False,45.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,18.0,2.0,83.579,False,46.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,19.0,2.0,85.878,True,47.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,1.0,3.0,99.508,False,48.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,2.0,3.0,81.096,False,49.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,3.0,3.0,81.299,False,50.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,4.0,3.0,81.603,False,51.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,5.0,3.0,81.584,False,52.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,6.0,3.0,81.705,False,53.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,7.0,3.0,81.577,False,54.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,8.0,3.0,81.618,False,55.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,9.0,3.0,81.902,False,56.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,10.0,3.0,81.944,False,57.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,11.0,3.0,82.151,False,58.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,12.0,3.0,82.444,False,59.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,13.0,3.0,82.645,False,60.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,14.0,3.0,82.435,False,61.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,15.0,3.0,82.062,False,62.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,16.0,3.0,82.891,False,63.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,17.0,3.0,83.425,False,64.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,18.0,3.0,84.173,False,65.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,19.0,3.0,83.174,False,66.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,20.0,3.0,83.257,False,67.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,21.0,3.0,83.02,False,68.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,22.0,3.0,83.523,False,69.0
2024,Hungarian Grand Prix,PER,Red Bull Racing,MEDIUM,23.0,3.0,83.447,False,70.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,1.0,1.0,96.915,False,1.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,2.0,1.0,86.918,False,2.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,3.0,1.0,86.012,False,3.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,4.0,1.0,86.339,False,4.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,5.0,1.0,86.217,False,5.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,6.0,1.0,85.967,False,6.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,7.0,1.0,84.569,False,7.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,8.0,1.0,85.157,False,8.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,9.0,1.0,84.836,False,9.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,10.0,1.0,85.057,False,10.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,11.0,1.0,85.248,False,11.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,12.0,1.0,85.094,False,12.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,13.0,1.0,85.334,False,13.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,14.0,1.0,85.737,False,14.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,15.0,1.0,85.21,False,15.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,16.0,1.0,85.298,False,16.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,17.0,1.0,84.725,False,17.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,18.0,1.0,85.092,False,18.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,19.0,1.0,84.874,False,19.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,20.0,1.0,84.748,False,20.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,21.0,1.0,85.188,False,21.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,22.0,1.0,84.999,False,22.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,23.0,1.0,84.854,False,23.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,24.0,1.0,85.414,False,24.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,25.0,1.0,86.712,False,25.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,26.0,1.0,85.773,False,26.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,27.0,1.0,85.647,False,27.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,28.0,1.0,85.819,False,28.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,29.0,1.0,85.977,False,29.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,30.0,1.0,84.762,False,30.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,31.0,1.0,85.077,False,31.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,32.0,1.0,85.407,False,32.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,33.0,1.0,88.191,True,33.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,1.0,2.0,100.21,False,34.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,2.0,2.0,82.516,False,35.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,3.0,2.0,82.852,False,36.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,4.0,2.0,82.83,False,37.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,5.0,2.0,82.814,False,38.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,6.0,2.0,82.275,False,39.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,7.0,2.0,82.211,False,40.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,8.0,2.0,82.61,False,41.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,9.0,2.0,82.569,False,42.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,10.0,2.0,82.908,False,43.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,11.0,2.0,82.863,False,44.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,12.0,2.0,82.88,False,45.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,13.0,2.0,83.344,False,46.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,14.0,2.0,83.102,False,47.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,15.0,2.0,83.018,False,48.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,16.0,2.0,82.691,False,49.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,17.0,2.0,82.605,False,50.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,18.0,2.0,82.711,False,51.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,19.0,2.0,82.924,False,52.0
2024,Hungarian Grand Prix,RUS,Mercedes,MEDIUM,20.0,2.0,85.333,True,53.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,1.0,3.0,98.565,False,54.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,2.0,3.0,80.305,False,55.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,3.0,3.0,81.02,False,56.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,4.0,3.0,81.304,False,57.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,5.0,3.0,81.563,False,58.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,6.0,3.0,81.706,False,59.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,7.0,3.0,82.159,False,60.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,8.0,3.0,83.0,False,61.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,9.0,3.0,82.162,False,62.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,10.0,3.0,82.192,False,63.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,11.0,3.0,82.928,False,64.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,12.0,3.0,82.963,False,65.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,13.0,3.0,83.071,False,66.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,14.0,3.0,82.658,False,67.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,15.0,3.0,82.685,False,68.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,16.0,3.0,83.58,False,69.0
2024,Hungarian Grand Prix,RUS,Mercedes,HARD,17.0,3.0,84.063,False,70.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,1.0,1.0,95.046,False,1.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,2.0,1.0,86.461,False,2.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,3.0,1.0,86.681,False,3.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,4.0,1.0,86.192,False,4.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,5.0,1.0,85.887,False,5.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,6.0,1.0,86.079,False,6.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,7.0,1.0,84.546,False,7.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,8.0,1.0,84.629,False,8.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,9.0,1.0,84.541,False,9.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,10.0,1.0,84.695,False,10.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,11.0,1.0,84.638,False,11.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,12.0,1.0,84.725,False,12.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,13.0,1.0,85.314,False,13.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,14.0,1.0,85.369,False,14.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,15.0,1.0,84.796,False,15.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,16.0,1.0,84.898,False,16.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,17.0,1.0,85.093,False,17.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,18.0,1.0,86.101,False,18.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,19.0,1.0,85.376,False,19.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,20.0,1.0,85.258,False,20.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,21.0,1.0,85.469,False,21.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,22.0,1.0,85.546,False,22.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,23.0,1.0,85.26,False,23.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,24.0,1.0,86.283,False,24.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,25.0,1.0,85.654,False,25.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,26.0,1.0,86.937,False,26.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,27.0,1.0,85.762,False,27.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,28.0,1.0,85.787,False,28.0
2024,Hungarian Grand Prix,TSU,RB,MEDIUM,29.0,1.0,88.185,True,29.0
2024,Hungarian Grand Prix,TSU,RB,HARD,1.0,2.0,101.656,False,30.0
2024,Hungarian Grand Prix,TSU,RB,HARD,2.0,2.0,83.848,False,31.0
2024,Hungarian Grand Prix,TSU,RB,HARD,3.0,2.0,83.745,False,32.0
2024,Hungarian Grand Prix,TSU,RB,HARD,4.0,2.0,85.2,False,33.0
2024,Hungarian Grand Prix,TSU,RB,HARD,5.0,2.0,84.094,False,34.0
2024,Hungarian Grand Prix,TSU,RB,HARD,6.0,2.0,84.079,False,35.0
2024,Hungarian Grand Prix,TSU,RB,HARD,7.0,2.0,84.67,False,36.0
2024,Hungarian Grand Prix,TSU,RB,HARD,8.0,2.0,85.245,False,37.0
2024,Hungarian Grand Prix,TSU,RB,HARD,9.0,2.0,84.513,False,38.0
2024,Hungarian Grand Prix,TSU,RB,HARD,10.0,2.0,84.631,False,39.0
2024,Hungarian Grand Prix,TSU,RB,HARD,11.0,2.0,84.271,False,40.0
2024,Hungarian Grand Prix,TSU,RB,HARD,12.0,2.0,84.412,False,41.0
2024,Hungarian Grand Prix,TSU,RB,HARD,13.0,2.0,84.34,False,42.0
2024,Hungarian Grand Prix,TSU,RB,HARD,14.0,2.0,84.583,False,43.0
2024,Hungarian Grand Prix,TSU,RB,HARD,15.0,2.0,84.591,False,44.0
2024,Hungarian Grand Prix,TSU,RB,HARD,16.0,2.0,84.575,False,45.0
2024,Hungarian Grand Prix,TSU,RB,HARD,17.0,2.0,84.108,False,46.0
2024,Hungarian Grand Prix,TSU,RB,HARD,18.0,2.0,84.103,False,47.0
2024,Hungarian Grand Prix,TSU,RB,HARD,19.0,2.0,84.695,False,48.0
2024,Hungarian Grand Prix,TSU,RB,HARD,20.0,2.0,84.101,False,49.0
2024,Hungarian Grand Prix,TSU,RB,HARD,21.0,2.0,83.996,False,50.0
2024,Hungarian Grand Prix,TSU,RB,HARD,22.0,2.0,83.827,False,51.0
2024,Hungarian Grand Prix,TSU,RB,HARD,23.0,2.0,83.64,False,52.0
2024,Hungarian Grand Prix,TSU,RB,HARD,24.0,2.0,83.696,False,53.0
2024,Hungarian Grand Prix,TSU,RB,HARD,25.0,2.0,83.557,False,54.0
2024,Hungarian Grand Prix,TSU,RB,HARD,26.0,2.0,83.664,False,55.0
2024,Hungarian Grand Prix,TSU,RB,HARD,27.0,2.0,83.59,False,56.0
2024,Hungarian Grand Prix,TSU,RB,HARD,28.0,2.0,83.533,False,57.0
2024,Hungarian Grand Prix,TSU,RB,HARD,29.0,2.0,83.84,False,58.0
2024,Hungarian Grand Prix,TSU,RB,HARD,30.0,2.0,83.918,False,59.0
2024,Hungarian Grand Prix,TSU,RB,HARD,31.0,2.0,83.792,False,60.0
2024,Hungarian Grand Prix,TSU,RB,HARD,32.0,2.0,83.728,False,61.0
2024,Hungarian Grand Prix,TSU,RB,HARD,33.0,2.0,83.745,False,62.0
2024,Hungarian Grand Prix,TSU,RB,HARD,34.0,2.0,84.013,False,63.0
2024,Hungarian Grand Prix,TSU,RB,HARD,35.0,2.0,84.217,False,64.0
2024,Hungarian Grand Prix,TSU,RB,HARD,36.0,2.0,84.149,False,65.0
2024,Hungarian Grand Prix,TSU,RB,HARD,37.0,2.0,84.059,False,66.0
2024,Hungarian Grand Prix,TSU,RB,HARD,38.0,2.0,84.223,False,67.0
2024,Hungarian Grand Prix,TSU,RB,HARD,39.0,2.0,84.314,False,68.0
2024,Hungarian Grand Prix,TSU,RB,HARD,40.0,2.0,84.338,False,69.0
2024,Hungarian Grand Prix,TSU,RB,HARD,41.0,2.0,84.741,False,70.0
2024,Hungarian Grand Prix,STR,Aston Martin,SOFT,4.0,1.0,92.82,False,1.0
2024,Hungarian Grand Prix,STR,Aston Martin,SOFT,5.0,1.0,86.376,False,2.0
2024,Hungarian Grand Prix,STR,Aston Martin,SOFT,6.0,1.0,86.471,False,3.0
2024,Hungarian Grand Prix,STR,Aston Martin,SOFT,7.0,1.0,86.069,False,4.0
2024,Hungarian Grand Prix,STR,Aston Martin,SOFT,8.0,1.0,85.926,False,5.0
2024,Hungarian Grand Prix,STR,Aston Martin,SOFT,9.0,1.0,85.838,False,6.0
2024,Hungarian Grand Prix,STR,Aston Martin,SOFT,10.0,1.0,84.814,False,7.0
2024,Hungarian Grand Prix,STR,Aston Martin,SOFT,11.0,1.0,84.4,False,8.0
2024,Hungarian Grand Prix,STR,Aston Martin,SOFT,12.0,1.0,84.601,False,9.0
2024,Hungarian Grand Prix,STR,Aston Martin,SOFT,13.0,1.0,84.929,False,10.0
2024,Hungarian Grand Prix,STR,Aston Martin,SOFT,14.0,1.0,84.764,False,11.0
