Year,Track,Driver,Team,Compound,TyreLife,Stint,Secs,IsPit,LapNumber
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,4.0,1.0,97.284,False,1.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,5.0,1.0,96.296,False,2.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,6.0,1.0,96.753,False,3.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,7.0,1.0,96.647,False,4.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,8.0,1.0,97.173,False,5.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,9.0,1.0,97.092,False,6.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,10.0,1.0,97.038,False,7.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,11.0,1.0,97.024,False,8.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,12.0,1.0,97.229,False,9.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,13.0,1.0,96.96,False,10.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,14.0,1.0,97.085,False,11.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,15.0,1.0,97.045,False,12.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,16.0,1.0,97.03,False,13.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,17.0,1.0,97.028,False,14.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,18.0,1.0,97.011,False,15.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,19.0,1.0,97.168,False,16.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,20.0,1.0,99.896,True,17.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,1.0,2.0,117.854,False,18.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,2.0,2.0,95.283,False,19.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,3.0,2.0,95.16,False,20.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,4.0,2.0,95.316,False,21.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,5.0,2.0,95.204,False,22.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,6.0,2.0,95.216,False,23.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,7.0,2.0,95.289,False,24.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,8.0,2.0,95.342,False,25.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,9.0,2.0,95.223,False,26.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,10.0,2.0,95.581,False,27.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,11.0,2.0,95.477,False,28.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,12.0,2.0,95.793,False,29.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,13.0,2.0,95.771,False,30.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,14.0,2.0,95.679,False,31.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,15.0,2.0,95.886,False,32.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,16.0,2.0,95.863,False,33.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,17.0,2.0,96.133,False,34.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,18.0,2.0,96.018,False,35.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,19.0,2.0,96.205,False,36.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,HARD,20.0,2.0,99.234,True,37.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,1.0,3.0,116.445,False,38.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,2.0,3.0,92.608,False,39.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,3.0,3.0,96.589,False,40.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,4.0,3.0,95.29,False,41.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,5.0,3.0,94.667,False,42.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,6.0,3.0,94.151,False,43.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,7.0,3.0,94.531,False,44.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,8.0,3.0,94.249,False,45.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,9.0,3.0,94.193,False,46.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,10.0,3.0,94.239,False,47.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,11.0,3.0,94.35,False,48.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,12.0,3.0,94.403,False,49.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,13.0,3.0,94.783,False,50.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,14.0,3.0,94.34,False,51.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,15.0,3.0,94.906,False,52.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,16.0,3.0,95.6,False,53.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,17.0,3.0,95.334,False,54.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,18.0,3.0,95.184,False,55.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,19.0,3.0,94.671,False,56.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,SOFT,20.0,3.0,94.923,False,57.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,4.0,1.0,100.053,False,1.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,5.0,1.0,96.541,False,2.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,6.0,1.0,97.297,False,3.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,7.0,1.0,97.722,False,4.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,8.0,1.0,98.044,False,5.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,9.0,1.0,97.823,False,6.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,10.0,1.0,97.821,False,7.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,11.0,1.0,97.838,False,8.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,12.0,1.0,97.596,False,9.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,13.0,1.0,97.63,False,10.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,14.0,1.0,97.836,False,11.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,15.0,1.0,100.277,True,12.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,1.0,2.0,117.624,False,13.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,2.0,2.0,95.606,False,14.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,3.0,2.0,96.815,False,15.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,4.0,2.0,95.783,False,16.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,5.0,2.0,96.454,False,17.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,6.0,2.0,96.311,False,18.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,7.0,2.0,96.038,False,19.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,8.0,2.0,96.278,False,20.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,9.0,2.0,96.165,False,21.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,10.0,2.0,96.037,False,22.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,11.0,2.0,96.249,False,23.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,12.0,2.0,96.211,False,24.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,13.0,2.0,96.344,False,25.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,14.0,2.0,96.347,False,26.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,15.0,2.0,96.233,False,27.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,16.0,2.0,96.226,False,28.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,17.0,2.0,96.437,False,29.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,18.0,2.0,96.313,False,30.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,19.0,2.0,96.339,False,31.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,20.0,2.0,96.276,False,32.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,21.0,2.0,96.564,False,33.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,22.0,2.0,96.378,False,34.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,23.0,2.0,96.776,False,35.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,HARD,24.0,2.0,99.365,True,36.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,1.0,3.0,115.808,False,37.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,2.0,3.0,94.804,False,38.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,3.0,3.0,94.607,False,39.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,4.0,3.0,94.364,False,40.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,5.0,3.0,94.4,False,41.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,6.0,3.0,94.525,False,42.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,7.0,3.0,94.797,False,43.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,8.0,3.0,94.799,False,44.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,9.0,3.0,94.592,False,45.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,10.0,3.0,94.844,False,46.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,11.0,3.0,94.73,False,47.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,12.0,3.0,94.885,False,48.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,13.0,3.0,94.966,False,49.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,14.0,3.0,95.082,False,50.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,15.0,3.0,94.94,False,51.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,16.0,3.0,95.183,False,52.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,17.0,3.0,95.842,False,53.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,18.0,3.0,95.459,False,54.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,19.0,3.0,95.611,False,55.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,20.0,3.0,95.568,False,56.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,SOFT,21.0,3.0,95.746,False,57.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,4.0,1.0,100.62,False,1.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,5.0,1.0,97.236,False,2.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,6.0,1.0,97.08,False,3.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,7.0,1.0,97.264,False,4.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,8.0,1.0,98.032,False,5.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,9.0,1.0,97.741,False,6.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,10.0,1.0,98.26,False,7.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,11.0,1.0,98.183,False,8.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,12.0,1.0,98.03,False,9.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,13.0,1.0,97.608,False,10.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,14.0,1.0,97.656,False,11.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,15.0,1.0,97.65,False,12.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,16.0,1.0,97.243,False,13.0
2024,Bahrain Grand Prix,SAI,Ferrari,SOFT,17.0,1.0,99.753,True,14.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,1.0,2.0,117.225,False,15.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,2.0,2.0,96.376,False,16.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,3.0,2.0,95.507,False,17.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,4.0,2.0,96.088,False,18.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,5.0,2.0,96.236,False,19.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,6.0,2.0,96.034,False,20.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,7.0,2.0,96.104,False,21.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,8.0,2.0,96.008,False,22.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,9.0,2.0,96.149,False,23.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,10.0,2.0,96.2,False,24.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,11.0,2.0,96.22,False,25.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,12.0,2.0,96.221,False,26.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,13.0,2.0,96.272,False,27.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,14.0,2.0,96.534,False,28.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,15.0,2.0,96.6,False,29.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,16.0,2.0,96.337,False,30.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,17.0,2.0,96.537,False,31.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,18.0,2.0,96.762,False,32.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,19.0,2.0,96.556,False,33.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,20.0,2.0,96.551,False,34.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,21.0,2.0,99.274,True,35.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,1.0,3.0,115.62,False,36.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,2.0,3.0,95.302,False,37.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,3.0,3.0,95.1,False,38.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,4.0,3.0,94.709,False,39.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,5.0,3.0,94.739,False,40.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,6.0,3.0,95.041,False,41.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,7.0,3.0,94.861,False,42.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,8.0,3.0,94.795,False,43.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,9.0,3.0,94.507,False,44.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,10.0,3.0,94.79,False,45.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,11.0,3.0,94.853,False,46.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,12.0,3.0,94.901,False,47.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,13.0,3.0,94.981,False,48.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,14.0,3.0,95.44,False,49.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,15.0,3.0,95.142,False,50.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,16.0,3.0,95.282,False,51.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,17.0,3.0,95.083,False,52.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,18.0,3.0,95.211,False,53.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,19.0,3.0,95.309,False,54.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,20.0,3.0,95.407,False,55.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,21.0,3.0,95.305,False,56.0
2024,Bahrain Grand Prix,SAI,Ferrari,HARD,22.0,3.0,95.327,False,57.0
2024,Bahrain Grand Prix,LEC,Ferrari,SOFT,4.0,1.0,98.271,False,1.0
2024,Bahrain Grand Prix,LEC,Ferrari,SOFT,5.0,1.0,96.862,False,2.0
2024,Bahrain Grand Prix,LEC,Ferrari,SOFT,6.0,1.0,98.062,False,3.0
2024,Bahrain Grand Prix,LEC,Ferrari,SOFT,7.0,1.0,97.752,False,4.0
2024,Bahrain Grand Prix,LEC,Ferrari,SOFT,8.0,1.0,98.131,False,5.0
2024,Bahrain Grand Prix,LEC,Ferrari,SOFT,9.0,1.0,97.782,False,6.0
2024,Bahrain Grand Prix,LEC,Ferrari,SOFT,10.0,1.0,98.957,False,7.0
2024,Bahrain Grand Prix,LEC,Ferrari,SOFT,11.0,1.0,98.136,False,8.0
2024,Bahrain Grand Prix,LEC,Ferrari,SOFT,12.0,1.0,97.844,False,9.0
2024,Bahrain Grand Prix,LEC,Ferrari,SOFT,13.0,1.0,97.884,False,10.0
2024,Bahrain Grand Prix,LEC,Ferrari,SOFT,14.0,1.0,101.737,True,11.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,1.0,2.0,117.471,False,12.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,2.0,2.0,96.432,False,13.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,3.0,2.0,96.756,False,14.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,4.0,2.0,96.813,False,15.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,5.0,2.0,96.673,False,16.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,6.0,2.0,97.302,False,17.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,7.0,2.0,97.438,False,18.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,8.0,2.0,96.821,False,19.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,9.0,2.0,96.794,False,20.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,10.0,2.0,96.977,False,21.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,11.0,2.0,96.796,False,22.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,12.0,2.0,96.987,False,23.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,13.0,2.0,96.924,False,24.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,14.0,2.0,96.76,False,25.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,15.0,2.0,96.81,False,26.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,16.0,2.0,96.831,False,27.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,17.0,2.0,96.907,False,28.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,18.0,2.0,96.963,False,29.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,19.0,2.0,97.158,False,30.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,20.0,2.0,97.031,False,31.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,21.0,2.0,96.941,False,32.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,22.0,2.0,96.741,False,33.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,23.0,2.0,99.614,True,34.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,1.0,3.0,116.166,False,35.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,2.0,3.0,94.09,False,36.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,3.0,3.0,94.897,False,37.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,4.0,3.0,94.783,False,38.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,5.0,3.0,95.087,False,39.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,6.0,3.0,94.859,False,40.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,7.0,3.0,95.028,False,41.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,8.0,3.0,94.982,False,42.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,9.0,3.0,95.192,False,43.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,10.0,3.0,95.051,False,44.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,11.0,3.0,95.22,False,45.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,12.0,3.0,95.058,False,46.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,13.0,3.0,95.057,False,47.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,14.0,3.0,95.308,False,48.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,15.0,3.0,95.302,False,49.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,16.0,3.0,95.383,False,50.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,17.0,3.0,95.418,False,51.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,18.0,3.0,95.394,False,52.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,19.0,3.0,95.48,False,53.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,20.0,3.0,95.265,False,54.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,21.0,3.0,95.785,False,55.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,22.0,3.0,95.924,False,56.0
2024,Bahrain Grand Prix,LEC,Ferrari,HARD,23.0,3.0,96.324,False,57.0
2024,Bahrain Grand Prix,RUS,Mercedes,SOFT,4.0,1.0,99.228,False,1.0
2024,Bahrain Grand Prix,RUS,Mercedes,SOFT,5.0,1.0,96.635,False,2.0
2024,Bahrain Grand Prix,RUS,Mercedes,SOFT,6.0,1.0,96.406,False,3.0
2024,Bahrain Grand Prix,RUS,Mercedes,SOFT,7.0,1.0,97.738,False,4.0
2024,Bahrain Grand Prix,RUS,Mercedes,SOFT,8.0,1.0,98.116,False,5.0
2024,Bahrain Grand Prix,RUS,Mercedes,SOFT,9.0,1.0,97.784,False,6.0
2024,Bahrain Grand Prix,RUS,Mercedes,SOFT,10.0,1.0,98.082,False,7.0
2024,Bahrain Grand Prix,RUS,Mercedes,SOFT,11.0,1.0,97.862,False,8.0
2024,Bahrain Grand Prix,RUS,Mercedes,SOFT,12.0,1.0,97.73,False,9.0
2024,Bahrain Grand Prix,RUS,Mercedes,SOFT,13.0,1.0,97.782,False,10.0
2024,Bahrain Grand Prix,RUS,Mercedes,SOFT,14.0,1.0,100.515,True,11.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,1.0,2.0,118.46,False,12.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,2.0,2.0,97.167,False,13.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,3.0,2.0,97.571,False,14.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,4.0,2.0,96.922,False,15.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,5.0,2.0,96.683,False,16.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,6.0,2.0,96.234,False,17.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,7.0,2.0,97.819,False,18.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,8.0,2.0,97.233,False,19.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,9.0,2.0,96.732,False,20.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,10.0,2.0,96.769,False,21.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,11.0,2.0,96.992,False,22.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,12.0,2.0,96.954,False,23.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,13.0,2.0,96.736,False,24.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,14.0,2.0,96.928,False,25.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,15.0,2.0,96.801,False,26.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,16.0,2.0,96.815,False,27.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,17.0,2.0,96.911,False,28.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,18.0,2.0,97.066,False,29.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,19.0,2.0,97.186,False,30.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,20.0,2.0,99.405,True,31.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,1.0,3.0,117.267,False,32.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,2.0,3.0,95.838,False,33.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,3.0,3.0,95.241,False,34.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,4.0,3.0,95.772,False,35.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,5.0,3.0,95.434,False,36.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,6.0,3.0,95.481,False,37.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,7.0,3.0,95.479,False,38.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,8.0,3.0,95.204,False,39.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,9.0,3.0,95.065,False,40.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,10.0,3.0,95.093,False,41.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,11.0,3.0,95.136,False,42.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,12.0,3.0,95.193,False,43.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,13.0,3.0,95.162,False,44.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,14.0,3.0,95.276,False,45.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,15.0,3.0,96.657,False,46.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,16.0,3.0,95.805,False,47.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,17.0,3.0,96.059,False,48.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,18.0,3.0,95.954,False,49.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,19.0,3.0,96.181,False,50.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,20.0,3.0,95.852,False,51.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,21.0,3.0,96.186,False,52.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,22.0,3.0,95.979,False,53.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,23.0,3.0,96.013,False,54.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,24.0,3.0,96.151,False,55.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,25.0,3.0,96.35,False,56.0
2024,Bahrain Grand Prix,RUS,Mercedes,HARD,26.0,3.0,96.44,False,57.0
2024,Bahrain Grand Prix,NOR,McLaren,SOFT,4.0,1.0,102.168,False,1.0
2024,Bahrain Grand Prix,NOR,McLaren,SOFT,5.0,1.0,98.01,False,2.0
2024,Bahrain Grand Prix,NOR,McLaren,SOFT,6.0,1.0,97.787,False,3.0
2024,Bahrain Grand Prix,NOR,McLaren,SOFT,7.0,1.0,97.45,False,4.0
